,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,marker,interview opinion discrete,interview prep hours discrete
633,Non-Rural,77,81,62,73.33,70.5,The University of Melbourne,6.9,73.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,4th,,Yes,Well,,2023,6-10,,CSP,4,1.0
634,Non-Rural,57,76,62,65.0,64.25,,,,,,,The University of Notre Dame Sydney,6.75,65.0,"['CSP', 'BMP']",3.0,0,0,0,4th,,,Well,,2023,26-50,"Deakin, UoW","['CSP', 'BMP']",4,3.0
635,Rural,61,67,63,63.67,63.5,Griffith University,6.96,63.5,BMP,1.0,Yes,,,,['BMP'],,0,0,0,,,Yes,Well,griffith sc preference and offer,2023,6-10,,BMP,4,1.0
636,Rural,55,71,58,61.33,60.5,The University of Melbourne,6.217,61.33,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Unsure,,2023,26-50,,FFP,3,3.0
637,Non-Rural,61,60,68,63.0,64.25,The University of Queensland (RMP),6.924,63.0,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 3,Yes,Very well,uqrmp-bundaberg,2023,0-5,,CSP,5,0.0
638,Non-Rural,58,82,69,69.67,69.5,,,,,,,The University of Melbourne,7.0,69.67,"['CSP', 'BMP']",1.0,0,0,0,,,,Well,,2023,51-100,"ANU, Griffith, UQ, UWA","['CSP', 'BMP']",4,4.0
639,Non-Rural,66,75,73,71.33,71.75,Deakin University,6.967,71.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,,,Yes,Unsure,,2023,0-5,,CSP,3,0.0
640,Non-Rural,62,67,70,66.33,67.25,The University of Notre Dame Sydney,6.99,66.33,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,0,0,4th,,Yes,Unsure,,2023,51-100,,FFP,3,4.0
641,Non-Rural,64,61,70,65.0,66.25,Deakin University,6.854,66.25,CSP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,8,0,0,4th,,Yes,Well,,2023,26-50,,CSP,4,3.0
642,Non-Rural,63,81,70,71.33,71.0,The University of Melbourne,6.988,71.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,51-100,,CSP,4,4.0
643,Rural,68,59,69,65.33,66.25,The University of Melbourne,6.65,65.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
644,Rural,64,79,52,65.0,61.75,Deakin University,6.616,61.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,12,0,0,,,Yes,Unsure,deakin rts tier 1 (although sat gamsat prior to rule change),2023,26-50,,CSP,3,3.0
645,Non-Rural,57,66,85,69.33,73.25,Australian National University,6.97,73.25,CSP,3.0,No,Deakin University,7.0,73.25,"['CSP', 'BMP', 'FFP']",2.0,0,2,0,,,Yes,Unsure,,2023,6-10,"MQ, UQ, UWA",CSP,3,1.0
646,Non-Rural,61,72,65,66.0,65.75,Macquarie University,6.885,65.75,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Poorly,,2023,11-25,,FFP,2,2.0
647,Non-Rural,64,69,75,69.33,70.75,The University of Melbourne,6.975,69.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,4,0,2nd,,Yes,Unsure,,2023,51-100,,CSP,3,4.0
648,Non-Rural,68,60,95,74.33,79.5,Griffith University,7.0,79.5,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Well,,2023,0-5,,CSP,4,0.0
649,Non-Rural,71,75,76,74.0,74.5,The University of Melbourne,6.975,74.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,,,Yes,Well,phd student,2023,26-50,,CSP,4,3.0
650,Non-Rural,72,61,78,70.33,72.25,,,,,,,The University of Queensland (Metro),7.0,70.33,"['CSP', 'BMP']",2.0,0,0,0,,Tier 3,,Unsure,,2023,6-10,"ANU, Deakin, UniMelb, UWA","['CSP', 'BMP']",3,1.0
651,Non-Rural,54,67,73,64.67,66.75,Australian National University,6.8,66.75,CSP,3.0,Yes,,,,"['CSP', 'BMP']",,2,2,0,,,Yes,Poorly,,2023,26-50,,CSP,2,3.0
652,Non-Rural,66,53,90,69.67,74.75,The University of Melbourne,7.0,69.67,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Poorly,,2023,26-50,,CSP,2,3.0
653,Non-Rural,59,77,71,69.0,69.5,Griffith University,7.0,69.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Unsure,griffith gc,2023,51-100,,CSP,3,4.0
654,Non-Rural,66,72,68,68.67,68.5,,,,,,,The University of Melbourne,6.9,68.67,['CSP'],1.0,2,0,0,,,,Very well,,2023,11-25,,['CSP'],5,2.0
655,Non-Rural,65,77,91,77.67,81.0,The University of Western Australia,7.0,81.0,CSP,5.0,No,The University of Melbourne,7.0,77.67,"['CSP', 'BMP']",1.0,2,0,0,,,Unsure,Unsure,,2023,11-25,"ANU, Deakin, Griffith",CSP,3,2.0
656,Non-Rural,78,68,65,70.33,69.0,The University of Melbourne,6.896,70.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Very well,,2023,6-10,,CSP,5,1.0
657,Rural,64,76,73,71.0,71.5,The University of Melbourne,7.0,71.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,2,2,0,4th,,Yes,Unsure,,2023,51-100,,CSP,3,4.0
658,Rural,67,78,73,72.67,72.75,The University of Melbourne,6.256,72.67,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,4th,,Yes,Unsure,,2023,6-10,,BMP,3,1.0
659,Rural,66,72,69,69.0,69.0,The University of Melbourne,6.85,69.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Unsure,Well,,2023,51-100,,CSP,4,4.0
660,Non-Rural,62,66,74,67.33,69.0,The University of Melbourne,7.0,67.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Poorly,,2023,101-250,,CSP,2,5.0
661,Non-Rural,65,65,82,70.67,73.5,The University of Queensland (RMP),6.47,70.67,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 3,Yes,Unsure,,2023,11-25,,CSP,3,2.0
662,Non-Rural,67,80,64,70.33,68.75,The University of Melbourne,6.96,70.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Poorly,,2023,11-25,,CSP,2,2.0
663,Non-Rural,54,82,65,67.0,66.5,Deakin University,6.876,66.5,BMP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,6,0,0,1st,,Yes,Very well,,2023,26-50,,BMP,5,3.0
664,Rural,60,63,64,62.33,62.75,The University of Notre Dame Fremantle,6.448,62.33,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Unsure,"wa resident bonus, mm7 rural bonus",2023,11-25,,BMP,3,2.0
665,Rural,74,68,51,64.33,61.0,The University of Queensland (RMP),6.0,64.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 1 (DD RMP),Yes,Well,,2023,101-250,,CSP,4,5.0
666,Non-Rural,60,70,66,65.33,65.5,The University of Notre Dame Fremantle,6.96,65.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Unsure,wa residency bonus,2023,26-50,,CSP,3,3.0
667,Non-Rural,75,66,70,70.33,70.25,The University of Western Australia,6.65,70.25,CSP,3.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,,2023,26-50,,CSP,4,3.0
668,Non-Rural,64,83,68,71.67,70.75,The University of Melbourne,7.0,71.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Very well,,2023,250+,,CSP,5,6.0
669,Non-Rural,67,63,86,72.0,75.5,The University of Notre Dame Fremantle,6.13,72.0,CSP,3.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Well,my degree is a uk 2.1 degree so the gpa is calculated by gemsas at 6.13,2023,11-25,,CSP,4,2.0
670,Non-Rural,73,68,71,70.67,70.75,The University of Melbourne,6.778,70.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,6,0,0,4th,,Unsure,Well,previous healthcare work (paramedic) and used examples in the interview.,2023,101-250,,CSP,4,5.0
671,Non-Rural,64,59,81,68.0,71.25,The University of Melbourne,6.98,68.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,51-100,,CSP,4,4.0
672,Non-Rural,70,78,76,74.67,75.0,The University of Melbourne,6.531,74.67,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
673,Non-Rural,61,66,87,71.33,75.25,The University of Melbourne,7.0,71.33,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Unsure,,2023,11-25,,CSP,3,2.0
674,Rural,58,70,60,62.67,62.0,The University of Melbourne,6.67,62.67,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,4th,,Yes,Well,,2023,11-25,,BMP,4,2.0
675,Non-Rural,58,68,70,65.33,66.5,Macquarie University,7.0,66.5,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,3,4th,,Yes,Unsure,,2023,51-100,,FFP,3,4.0
676,Non-Rural,60,77,65,67.33,66.75,The University of Notre Dame Fremantle,6.64,67.33,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,0,0,4th,,Yes,Well,wa residency bonus,2023,51-100,,CSP,4,4.0
677,Rural,67,74,57,66.0,63.75,Deakin University,6.1,63.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,10,0,3,,,Yes,Unsure,deakin rts tier 1,2023,6-10,,CSP,3,1.0
678,Non-Rural,65,70,74,69.67,70.75,The University of Melbourne,6.83,69.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Unsure,healthcare experience,2023,11-25,,CSP,3,2.0
679,Rural,54,54,60,56.0,57.0,The University of Queensland (RMP),5.5,56.0,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,3rd,Tier 2,Unsure,Well,"bundy rmp, and great portfolio.",2023,101-250,,CSP,4,5.0
680,Rural,58,57,57,57.33,57.25,The University of Queensland (RMP),5.733,57.33,BMP,3.0,Yes,,,,"['CSP', 'BMP']",,12,0,0,,Tier 1 (CQ-WB RMP),Yes,Unsure,,2023,0-5,,BMP,3,0.0
681,Rural,52,58,72,60.67,63.5,Deakin University,6.4,63.5,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,6,0,0,,,Yes,Unsure,,2023,6-10,,BMP,3,1.0
682,Non-Rural,65,75,74,71.33,72.0,The University of Western Australia,6.81,72.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Poorly,,2023,51-100,,CSP,2,4.0
683,Rural,57,60,71,62.67,64.75,The University of Queensland (RMP),5.7,62.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 2,Yes,Unsure,,2023,0-5,,CSP,3,0.0
684,Non-Rural,61,64,72,65.67,67.25,The University of Western Australia,7.0,67.25,CSP,3.0,No,Griffith University,7.0,67.25,"['CSP', 'BMP', 'FFP']",2.0,0,0,0,4th,,Yes,Poorly,,2023,26-50,,CSP,2,3.0
685,Rural,72,82,84,79.33,80.5,Griffith University,5.375,80.5,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Very well,,2023,11-25,,CSP,5,2.0
686,Non-Rural,71,71,70,70.67,70.5,The University of Queensland (Metro),7.0,70.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,4th,,Yes,Very well,,2023,11-25,,CSP,5,2.0
687,Non-Rural,68,68,81,72.33,74.5,The University of Queensland (Metro),7.0,72.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,4th,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
688,Non-Rural,66,64,74,68.0,69.5,The University of Melbourne,6.99,68.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 3,Yes,Well,,2023,11-25,,CSP,4,2.0
689,Non-Rural,60,73,61,64.67,63.75,,,,,,,The University of Queensland (RMP),7.0,64.67,"['CSP', 'BMP']",1.0,0,2,0,4th,Tier 3,,Well,,2023,26-50,"ANU, Deakin, Griffith, UNDF, UNDS","['CSP', 'BMP']",4,3.0
690,Non-Rural,59,74,66,66.33,66.25,,,,,,,The University of Notre Dame Sydney,6.78,66.33,"['CSP', 'FFP']",3.0,6,0,0,4th,,,Unsure,,2023,6-10,"UniMelb, UQ, UWA","['CSP', 'FFP']",3,1.0
691,Non-Rural,70,68,77,71.67,73.0,The University of Notre Dame Fremantle,6.4,71.67,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Well,und bonus - wa residency,2023,6-10,,CSP,4,1.0
692,Non-Rural,66,59,85,70.0,73.75,The University of Melbourne,6.95,70.0,CSP,1.0,Yes,,,,['CSP'],,8,0,0,,,Yes,Poorly,,2023,26-50,,CSP,2,3.0
693,Non-Rural,62,56,85,67.67,72.0,Deakin University,6.575,72.0,BMP,5.0,No,Australian National University,6.575,72.0,"['CSP', 'BMP']",1.0,2,2,0,2nd,,Yes,Unsure,,2023,6-10,"Deakin, Griffith, UniMelb, UNDS, UoW",BMP,3,1.0
694,Non-Rural,71,71,73,71.67,72.0,The University of Melbourne,6.913,71.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
695,Non-Rural,51,77,63,63.67,63.5,The University of Queensland (RMP),7.0,63.67,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,4,0,0,4th,Tier 3,Yes,Unsure,uqrmp-rocky,2023,250+,,CSP,3,6.0
696,Non-Rural,60,68,69,65.67,66.5,The University of Western Australia,6.85,66.5,CSP,4.0,No,The University of Queensland (RMP),6.85,65.67,"['CSP', 'BMP']",3.0,0,0,0,,Tier 3,No,Well,,2023,11-25,"ANU, Griffith, UWA",CSP,4,2.0
697,Non-Rural,58,78,74,70.0,71.0,The University of Western Australia,6.88,71.0,CSP,3.0,Yes,,,,['CSP'],,0,0,0,,,Unsure,Well,,2023,6-10,,CSP,4,1.0
698,Non-Rural,74,75,71,73.33,72.75,,,,,,,The University of Melbourne,6.9,73.33,['CSP'],1.0,0,0,0,,,,Well,,2023,101-250,"Deakin, UQ",['CSP'],4,5.0
699,Non-Rural,72,62,72,68.67,69.5,,,,,,,The University of Queensland (RMP),7.0,68.67,"['CSP', 'BMP', 'FFP']",1.0,0,2,0,2nd,Tier 3,,Unsure,,2023,11-25,"Deakin, Griffith, UniMelb, UWA, UoW","['CSP', 'BMP', 'FFP']",3,2.0
700,Non-Rural,58,70,78,68.67,71.0,The University of Western Australia,6.839,71.0,CSP,4.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,,2023,51-100,,CSP,4,4.0
701,Rural,62,65,68,65.0,65.75,The University of Notre Dame Fremantle,6.52,65.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Unsure,wa residency,2023,11-25,,CSP,3,2.0
702,Non-Rural,63,71,67,67.0,67.0,The University of Notre Dame Fremantle,6.854,67.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,wa resident,2023,11-25,,CSP,4,2.0
703,Non-Rural,76,68,71,71.67,71.5,The University of Western Australia,6.95,71.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Unsure,,2023,6-10,,CSP,3,1.0
704,Non-Rural,65,68,86,73.0,76.25,The University of Melbourne,6.961,73.0,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Well,,2023,26-50,,CSP,4,3.0
705,Non-Rural,60,72,62,64.67,64.0,,,,,,,The University of Notre Dame Sydney,6.92,64.67,"['CSP', 'BMP']",1.0,0,0,0,4th,,,Poorly,,2023,6-10,"ANU, Griffith, UniMelb, UQ, UoW","['CSP', 'BMP']",2,1.0
706,Non-Rural,79,81,100,86.67,90.0,The University of Melbourne,6.875,86.67,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Well,,2023,0-5,,CSP,4,0.0
707,Non-Rural,71,67,70,69.33,69.5,The University of Notre Dame Sydney,6.9,69.33,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,5,3rd,,No,Unsure,,2023,101-250,,FFP,3,5.0
708,Non-Rural,75,75,77,75.67,76.0,The University of Western Australia,6.844,76.0,CSP,3.0,No,Griffith University,6.844,76.0,"['CSP', 'BMP']",1.0,0,0,0,4th,,Unsure,Well,,2023,11-25,UQ,CSP,4,2.0
709,Non-Rural,56,60,81,65.67,69.5,,,,,,,The University of Notre Dame Sydney,6.78,65.67,"['CSP', 'BMP', 'FFP']",3.0,2,0,0,4th,,,Poorly,,2023,26-50,"ANU, UWA","['CSP', 'BMP', 'FFP']",2,3.0
710,Non-Rural,65,58,80,67.67,70.75,Griffith University,6.792,70.75,CSP,4.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Well,grif-gc,2023,26-50,,CSP,4,3.0
711,Rural,60,72,62,64.67,64.0,,,,,,,The University of Queensland (RMP),7.0,64.67,['CSP'],2.0,0,0,0,4th,Tier 3,,Well,,2023,26-50,"Griffith, UniMelb, UNDF, UoW",['CSP'],4,3.0
712,Non-Rural,66,76,62,68.0,66.5,The University of Notre Dame Fremantle,6.6,68.0,BMP,4.0,No,The University of Queensland (RMP),7.0,68.0,"['CSP', 'BMP']",2.0,0,0,0,3rd,Tier 3,Yes,Well,had a master of medical research considered an hdr for undf.,2023,6-10,UNDS,BMP,4,1.0
713,Non-Rural,59,68,70,65.67,66.75,The University of Notre Dame Sydney,6.89,65.67,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Well,,2023,51-100,,CSP,4,4.0
714,Non-Rural,63,68,68,66.33,66.75,The University of Western Australia,6.7,66.75,CSP,6.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Unsure,,2023,0-5,,CSP,3,0.0
715,Rural,57,61,64,60.67,61.5,The University of Western Australia,7.0,61.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,10,0,0,1st,,Yes,Unsure,"wa residency, mm5",2023,26-50,,CSP,3,3.0
716,Non-Rural,65,75,71,70.33,70.5,The University of Queensland (RMP),7.0,70.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 3,No,Well,uqrmp - rocky,2023,51-100,,CSP,4,4.0
717,Non-Rural,66,67,100,77.67,83.25,The University of Melbourne,7.0,77.67,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Poorly,,2023,51-100,,CSP,2,4.0
718,Non-Rural,70,63,58,63.67,62.25,The University of Notre Dame Fremantle,6.84,63.67,CSP,3.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,4th,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
719,Non-Rural,62,76,77,71.67,73.0,The University of Western Australia,6.938,73.0,CSP,6.0,No,The University of Melbourne,6.95,71.67,['CSP'],1.0,0,0,0,,,Yes,Very poorly,,2023,51-100,"ANU, Deakin, Griffith, UQ",CSP,1,4.0
720,Rural,56,60,84,66.67,71.0,The University of Melbourne,6.988,66.67,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,,,Yes,Very poorly,,2023,11-25,,BMP,1,2.0
721,Non-Rural,73,65,69,69.0,69.0,Deakin University,6.85,69.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,,,Yes,Unsure,,2023,51-100,,CSP,3,4.0
722,Non-Rural,63,56,78,65.67,68.75,,,,,,,Macquarie University,6.844,68.75,"['CSP', 'BMP', 'FFP']",2.0,0,0,0,2nd,,,Unsure,,2023,6-10,"ANU, Deakin, Griffith, UQ","['CSP', 'BMP', 'FFP']",3,1.0
723,Non-Rural,61,73,74,69.33,70.5,The University of Notre Dame Sydney,6.396,69.33,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,2,0,4th,,Yes,Well,,2023,6-10,,FFP,4,1.0
724,Non-Rural,65,58,86,69.67,73.75,Griffith University,6.64,73.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,No,Well,griffith-sc,2023,11-25,,CSP,4,2.0
725,Non-Rural,70,65,99,78.0,83.25,The University of Western Australia,7.0,83.25,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Poorly,,2023,0-5,,CSP,2,0.0
726,Rural,52,53,59,54.67,55.75,The University of Queensland (RMP),6.0,54.67,BMP,3.0,No,Deakin University,6.458,55.75,"['CSP', 'BMP']",1.0,8,0,0,1st,Tier 2,Yes,Well,,2023,11-25,UniMelb,BMP,4,2.0
727,Non-Rural,60,76,84,73.33,76.0,,,,,,,The University of Queensland (Metro),6.53,73.33,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,2nd,,,Unsure,,2023,6-10,"Griffith, UniMelb, UNDF, UNDS, UWA","['CSP', 'BMP', 'FFP']",3,1.0
728,Non-Rural,69,77,62,69.33,67.5,The University of Notre Dame Fremantle,6.668,69.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Poorly,wa residency,2023,26-50,,CSP,2,3.0
729,Rural,62,56,65,61.0,62.0,The University of Western Australia,6.917,62.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,,,Yes,Well,,2023,101-250,,CSP,4,5.0
730,Rural,55,59,62,58.67,59.5,Griffith University,6.656,59.5,BMP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Well,,2023,26-50,,BMP,4,3.0
731,Non-Rural,72,68,62,67.33,66.0,,,,,,,The University of Melbourne,6.4,67.33,"['CSP', 'BMP']",5.0,0,0,0,2nd,Tier 3,,Unsure,,2023,0-5,Deakin,"['CSP', 'BMP']",3,0.0
732,Non-Rural,70,74,73,72.33,72.5,The University of Western Australia,6.854,72.5,CSP,3.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
733,Non-Rural,58,87,71,72.0,71.75,,,,,,,The University of Melbourne,6.85,72.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,gam,2023,51-100,,"['CSP', 'BMP', 'FFP']",3,4.0
734,Non-Rural,60,64,77,67.0,69.5,,,,,,,Macquarie University,6.648,69.5,['FFP'],6.0,0,2,0,2nd,,,Poorly,,2023,26-50,,['FFP'],2,3.0
735,Non-Rural,60,60,77,65.67,68.5,The University of Western Australia,6.75,68.5,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
736,Non-Rural,70,58,100,76.0,82.0,,,,,,,The University of Western Australia,6.36,82.0,"['CSP', 'BMP', 'FFP']",1.0,0,2,0,2nd,,,Unsure,wa resident,2023,26-50,"ANU, Griffith, UniMelb, UNDF, UQ","['CSP', 'BMP', 'FFP']",3,3.0
737,Non-Rural,69,78,64,70.33,68.75,The University of Western Australia,6.792,68.75,CSP,2.0,Yes,,,,['CSP'],,4,0,0,,,No,Unsure,,2023,0-5,,CSP,3,0.0
738,Non-Rural,62,78,80,73.33,75.0,,,,,,,The University of Melbourne,6.729,73.33,"['CSP', 'BMP']",1.0,0,0,0,4th,,,Well,wa residency bonus,2023,51-100,"Griffith, UNDF, UNDS, UQ, UWA","['CSP', 'BMP']",4,4.0
739,Non-Rural,55,75,68,66.0,66.5,Macquarie University,6.864,66.5,FFP,1.0,Yes,,,,['FFP'],,0,0,0,,,No,Unsure,,2023,6-10,,FFP,3,1.0
740,Non-Rural,69,72,73,71.33,71.75,Deakin University,6.958,71.75,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,0,0,,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
741,Non-Rural,70,74,64,69.33,68.0,The University of Western Australia,6.952,68.0,CSP,4.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,2nd,,Yes,Poorly,,2023,26-50,,CSP,2,3.0
742,Rural,66,52,70,62.67,64.5,The University of Melbourne,6.79,62.67,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,2nd,Tier 2,Yes,Unsure,,2023,0-5,,BMP,3,0.0
743,Non-Rural,57,60,71,62.67,64.75,,,,,,,The University of Notre Dame Fremantle,6.736,62.67,['CSP'],1.0,0,0,0,4th,,,Unsure,wa residency scheme and decent portfolio (top 60 to80% of those who interviewed at wollongong as per their feedback),2023,11-25,"ANU, UNDS, UQ, UWA, UoW",['CSP'],3,2.0
744,Non-Rural,60,83,60,67.67,65.75,The University of Queensland (RMP),6.75,67.67,CSP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,4,0,0,2nd,Tier 3,Yes,Very well,,2023,0-5,,CSP,5,0.0
745,Non-Rural,63,82,69,71.33,70.75,The University of Melbourne,6.8,71.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Well,gam,2023,6-10,,CSP,4,1.0
746,Non-Rural,53,78,78,69.67,71.75,,,,,,,The University of Wollongong,5.5,71.75,"['CSP', 'BMP', 'FFP']",2.0,0,0,0,4th,,,Unsure,moderate portfolio,2023,26-50,"Deakin, Griffith, MQ, UniMelb","['CSP', 'BMP', 'FFP']",3,3.0
747,Non-Rural,71,63,69,67.67,68.0,The University of Western Australia,6.88,68.0,CSP,5.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,26-50,,CSP,4,3.0
748,Rural,61,57,69,62.33,64.0,The University of Queensland (RMP),6.185,62.33,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,1st,Tier 2,Yes,Well,,2023,6-10,,CSP,4,1.0
749,Non-Rural,62,75,68,68.33,68.25,The University of Western Australia,6.875,68.25,CSP,5.0,Yes,,,,['CSP'],,0,0,0,2nd,,Yes,Very well,,2023,101-250,,CSP,5,5.0
750,Rural,70,70,59,66.33,64.5,Griffith University,6.92,64.5,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Poorly,,2023,26-50,,BMP,2,3.0
751,Non-Rural,57,61,73,63.67,66.0,The University of Western Australia,7.0,66.0,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,,,Yes,Well,,2023,6-10,,CSP,4,1.0
752,Non-Rural,67,60,73,66.67,68.25,,,,,,,The University of Queensland (RMP),7.0,66.67,"['CSP', 'BMP']",1.0,0,2,0,,Tier 3,,Well,,2023,51-100,"ANU, Deakin, Griffith, UniMelb","['CSP', 'BMP']",4,4.0
753,Rural,61,65,62,62.67,62.5,Griffith University,7.0,62.5,CSP,1.0,Yes,,,,['CSP'],,0,0,0,4th,,Yes,Well,grif-sc,2023,11-25,,CSP,4,2.0
