Timestamp	Rurality	MMI Prep (hrs)	MMI Opinion	Offering Uni	Place Type	GPA	GAMSAT	Preference	Interviewing Uni	GPA	GAMSAT	Preference	Other Rejections	Places?	GEMSAS vs Other?	Status	Notes	UQ MP/RMP Tier	CASPer Quartile	Deakin Bonus	ANU Bonus	MQ Bonus (GPA)	UW GAMSAT	W GAMSAT	S1 Score	S2 Score	S3 Score
30/10/2023 20:22:24	Non-Rural	6-10	Unsure						Macquarie University	6.844	68.75	2	ANU, Deakin, Griffith, UQ	CSP, BMP, FFP				N/A	2nd	0	0	0	65.67	68.75	63	56	78
30/10/2023 20:25:17	Non-Rural	6-10	Well	The University of Notre Dame Sydney	FFP	6.396	69.33	1						CSP, BMP, FFP	Yes			N/A	4th	0	2	0	69.33	70.5	61	73	74
30/10/2023 20:27:23	Non-Rural	11-25	Well	Griffith University	CSP	6.64	73.75	1						CSP, BMP	No		Griffith-SC	N/A	N/A	0	0	0	69.67	73.75	65	58	86
30/10/2023 20:31:43	Non-Rural	0-5	Poorly	The University of Western Australia	CSP	7	83.25	1						CSP, BMP	Yes			N/A	3rd	0	0	0	78	83.25	70	65	99
30/10/2023 20:37:12	Rural	11-25	Well	The University of Queensland (CQ-WB RMP)	BMP	6	54.67	3	Deakin University	6.458	55.75	1	UniMelb	CSP, BMP	Yes			Tier 2	1st	8	0	0	54.67	55.75	52	53	59
30/10/2023 20:41:36	Non-Rural	6-10	Unsure						The University of Queensland (Greater Brisbane)	6.53	73.33	1	Griffith, UniMelb, UNDF, UNDS, UWA	CSP, BMP, FFP				N/A	2nd	0	0	0	73.33	76	60	76	84
30/10/2023 20:44:28	Non-Rural	26-50	Poorly	The University of Notre Dame Fremantle	CSP	6.668	69.33	1						CSP, BMP	Yes		WA Residency	N/A	4th	0	0	0	69.33	67.5	69	77	62
30/10/2023 20:53:25	Rural	101-250	Well	The University of Western Australia	CSP	6.917	62	1						CSP, BMP	Yes			N/A	N/A	8	0	0	61	62	62	56	65
30/10/2023 20:53:27	Rural	26-50	Well	Griffith University	BMP	6.656	59.5	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	58.67	59.5	55	59	62
30/10/2023 21:04:36	Non-Rural	0-5	Unsure						The University of Melbourne	6.4	67.33	5	Deakin	CSP, BMP				Tier 3	2nd	0	0	0	67.33	66	72	68	62
30/10/2023 21:11:02	Non-Rural	11-25	Well	The University of Western Australia	CSP	6.854	72.5	3						CSP, BMP	Yes			N/A	N/A	2	0	0	72.33	72.5	70	74	73
30/10/2023 21:14:05	Non-Rural	51-100	Unsure						The University of Melbourne	6.85	72	1	N/A	CSP, BMP, FFP			GAM	N/A	N/A	0	0	0	72	71.75	58	87	71
30/10/2023 21:16:44	Non-Rural	26-50	Poorly						Macquarie University	6.648	69.5	6	N/A	FFP				N/A	2nd	0	2	0	67	69.5	60	64	77
30/10/2023 21:20:47	Non-Rural	26-50	Unsure	The University of Western Australia	CSP	6.75	68.5	2						CSP, BMP	Yes			N/A	4th	0	0	0	65.67	68.5	60	60	77
30/10/2023 21:30:17	Non-Rural	26-50	Unsure						The University of Western Australia	6.36	82	1	ANU, Griffith, UniMelb, UNDF, UQ	CSP, BMP, FFP			WA Resident	N/A	2nd	0	2	0	76	82	70	58	100
30/10/2023 21:31:12	Non-Rural	0-5	Unsure	The University of Western Australia	CSP	6.792	68.75	2						CSP	No			N/A	N/A	4	0	0	70.33	68.75	69	78	64
30/10/2023 21:37:43	Non-Rural	51-100	Well						The University of Melbourne	6.729	73.33	1	Griffith, UNDF, UNDS, UQ, UWA	CSP, BMP			WA residency bonus	N/A	4th	0	0	0	73.33	75	62	78	80
30/10/2023 21:39:04	Non-Rural	6-10	Unsure	Macquarie University	FFP	6.864	66.5	1						FFP	No			N/A	N/A	0	0	0	66	66.5	55	75	68
30/10/2023 21:44:56	Non-Rural	26-50	Unsure	Deakin University	CSP	6.958	71.75	1						CSP, BMP, FFP	Yes			N/A	N/A	2	0	0	71.33	71.75	69	72	73
30/10/2023 21:44:57	Non-Rural	26-50	Poorly	The University of Western Australia	CSP	6.952	68	4						CSP, BMP	Yes			N/A	2nd	2	0	0	69.33	68	70	74	64
30/10/2023 21:51:00	Rural	0-5	Unsure	The University of Melbourne	BMP	6.79	62.67	1						CSP, BMP	Yes			Tier 2	2nd	8	0	0	62.67	64.5	66	52	70
30/10/2023 22:08:55	Non-Rural	11-25	Unsure						The University of Notre Dame Fremantle	6.736	62.67	1	ANU, UNDS, UQ, UWA, UoW	CSP			WA residency scheme and decent portfolio (top 60 to80% of those who interviewed at wollongong as per their feedback)	N/A	4th	0	0	0	62.67	64.75	57	60	71
30/10/2023 22:21:18	Non-Rural	0-5	Very well	The University of Queensland (CQ-WB RMP)	CSP	6.75	67.67	2						CSP, BMP, FFP	Yes			Tier 3	2nd	4	0	0	67.67	65.75	60	83	60
30/10/2023 22:28:27	Non-Rural	6-10	Well	The University of Melbourne	CSP	6.8	71.33	1						CSP, BMP	Yes		GAM	N/A	3rd	0	0	0	71.33	70.75	63	82	69
30/10/2023 22:31:29	Non-Rural	26-50	Unsure						The University of Wollongong	5.5	71.75	2	Deakin, Griffith, MQ, UniMelb	CSP, BMP, FFP			Moderate portfolio	N/A	4th	0	0	0	69.67	71.75	53	78	78
30/10/2023 22:34:08	Non-Rural	26-50	Well	The University of Western Australia	CSP	6.88	68	5						CSP, BMP	Yes			N/A	N/A	0	0	0	67.67	68	71	63	69
30/10/2023 22:35:18	Rural	6-10	Well	The University of Queensland (DD MP)	CSP	6.185	62.33	1						CSP, BMP, FFP	Yes			Tier 2	1st	0	0	0	62.33	64	61	57	69
30/10/2023 22:37:41	Non-Rural	101-250	Very well	The University of Western Australia	CSP	6.875	68.25	5						CSP	Yes			N/A	2nd	0	0	0	68.33	68.25	62	75	68
30/10/2023 22:39:25	Rural	26-50	Poorly	Griffith University	BMP	6.92	64.5	1						CSP, BMP	Yes			N/A	N/A	0	0	0	66.33	64.5	70	70	59
30/10/2023 22:40:38	Non-Rural	6-10	Well	The University of Western Australia	CSP	7	66	2						CSP, BMP	Yes			N/A	N/A	2	0	0	63.67	66	57	61	73
30/10/2023 22:45:16	Non-Rural	51-100	Well						The University of Queensland (DD MP)	7	66.67	1	ANU, Deakin, Griffith, UniMelb	CSP, BMP				Tier 3	N/A	0	2	0	66.67	68.25	67	60	73
30/10/2023 22:49:03	Rural	11-25	Well	Griffith University	CSP	7	62.5	1						CSP	Yes		Grif-SC	N/A	4th	0	0	0	62.67	62.5	61	65	62
30/10/2023 22:51:40	Non-Rural	26-50	Well	The University of Notre Dame Sydney	CSP	6.479	70.67	2						CSP, BMP, FFP	Yes			N/A	3rd	2	2	0	70.67	71.75	67	70	75
30/10/2023 23:01:48	Rural	11-25	Unsure	The University of Queensland (DD MP)	CSP	6.842	59.67	2	Griffith University	6.851	58.25	1	N/A	CSP, BMP	Yes			Tier 1 (DD RMP)	N/A	0	0	0	59.67	58.25	56	69	54
30/10/2023 23:08:08	Non-Rural	11-25	Poorly						The University of Notre Dame Sydney	6.65	72	1	ANU, MQ, UniMelb, UNDF	CSP, BMP, FFP				N/A	3rd	0	0	0	72	72.5	70	72	74
30/10/2023 23:17:35	Non-Rural	6-10	Unsure	The University of Western Australia	CSP	7	65.5	1						CSP, BMP	Yes			N/A	3rd	0	0	0	68	65.5	71	75	58
30/10/2023 23:21:30	Non-Rural	26-50	Very poorly	Deakin University	CSP	7	80.25	2	The University of Melbourne	6.708	75.33	1	N/A	CSP, BMP	Yes		GAM applicant	N/A	N/A	2	2	0	75.33	80.25	67	64	95
30/10/2023 23:25:34	Non-Rural	26-50	Well	The University of Western Australia	CSP	6.958	64.75	4						CSP, BMP	No			N/A	1st	0	0	0	64.67	64.75	63	66	65
30/10/2023 23:28:21	Non-Rural	11-25	Well	The University of Notre Dame Sydney	FFP	6.49	65.67	3						CSP, BMP, FFP	No			N/A	4th	2	0	0	65.67	64.75	65	70	62
30/10/2023 23:36:45	Non-Rural	11-25	Well	The University of Melbourne	CSP	7	70.33	1						CSP, BMP	Yes			Tier 3	N/A	0	2	0	70.33	71	68	70	73
30/10/2023 23:44:10	Non-Rural	51-100	Very well	The University of Notre Dame Fremantle	CSP	6.463	69	3						CSP, BMP, FFP	Yes			N/A	4th	6	2	0	69	68.75	69	70	68
30/10/2023 23:51:53	Non-Rural	51-100	Well	The University of Queensland (CQ-WB RMP)	CSP	7	66	1						CSP	Yes			Tier 3	4th	0	2	0	66	66.25	59	72	67
31/10/2023 00:03:11	Non-Rural	26-50	Very well	The University of Notre Dame Sydney	FFP	6.688	68	3						CSP, BMP, FFP	Yes			N/A	4th	2	2	0	68	67.25	70	69	65
31/10/2023 00:04:41	Rural	26-50	Well	The University of Melbourne	BMP	6.4	72	1						CSP, BMP	Yes			N/A	N/A	4	0	0	72	73.25	66	73	77
31/10/2023 00:07:06	Non-Rural	26-50	Poorly						The University of Melbourne	6.915	58.33	1	ANU, Deakin, Griffith, UQ	CSP, BMP			GAM application	N/A	N/A	4	4	0	58.33	59	58	56	61
31/10/2023 00:07:22	Rural	6-10	Unsure	The University of Melbourne	CSP	6.8	60.67	2						CSP, BMP	Yes			N/A	3rd	4	0	0	60.67	60.75	57	64	61
31/10/2023 00:07:46	Non-Rural	51-100	Poorly	The University of Melbourne	BMP	6.844	72.33	1						CSP, BMP	Unsure		GAM	N/A	4th	2	0	0	72.33	71.75	63	84	70
31/10/2023 00:16:08	Rural	11-25	Unsure	Deakin University	CSP	6.89	60.5	1						CSP, BMP	Yes		Deakin RTS tier 1	N/A	N/A	12	0	0	62.67	60.5	72	62	54
31/10/2023 00:16:19	Rural	0-5	Unsure	The University of Queensland (DD MP)	BMP	5.99	63.33	3						CSP, BMP	Yes			Tier 2	N/A	0	0	0	63.33	62.75	62	67	61
31/10/2023 00:21:24	Non-Rural	26-50	Well	Griffith University	CSP	7	71.75	1						CSP, BMP	Yes			N/A	1st	0	0	0	68.33	71.75	61	62	82
31/10/2023 00:28:11	Non-Rural	26-50	Well						Australian National University	6.9	68.5	1	Griffith, MQ, UniMelb, UQ, UWA	CSP, BMP, FFP				Tier 3	N/A	0	2	3	68.67	68.5	65	73	68
31/10/2023 00:32:51	Rural	26-50	Well	The University of Wollongong	CSP	5.5	68.5	2	The University of Melbourne	6.625	68.33	1	N/A	CSP, BMP	No		GAM	N/A	2nd	8	0	0	68.33	68.5	63	73	69
31/10/2023 00:40:33	Non-Rural	11-25	Well	Griffith University	CSP	6.688	75.5	2						CSP, BMP	Yes			N/A	4th	2	2	0	73	75.5	67	69	83
31/10/2023 00:40:53	Non-Rural	101-250	Unsure	The University of Western Australia	CSP	6.688	82.75	1						CSP, BMP	Yes			N/A	3rd	0	2	0	79.33	82.75	67	78	93
31/10/2023 01:48:49	Rural	0-5	Well	The University of Western Australia	BMP	6.4	68.25	1						CSP, BMP	Yes		incomplete masters recognised at UWA not other unis	N/A	4th	0	0	0	68.67	68.25	69	70	67
31/10/2023 01:53:43	Non-Rural	11-25	Unsure	The University of Melbourne	CSP	7	69.67	1						CSP	Yes			N/A	N/A	0	0	0	69.67	73.5	59	65	85
31/10/2023 02:06:18	Non-Rural	26-50	Very poorly	The University of Melbourne	CSP	7	75	1						CSP, BMP	Yes			N/A	N/A	0	0	0	75	80.5	67	61	97
31/10/2023 02:26:48	Non-Rural	6-10	Unsure	Griffith University	CSP	6.23	77.5	4	Macquarie University	6.23	77.5	1	UNDS, UQ	CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	73.33	77.5	62	68	90
31/10/2023 03:01:06	Non-Rural	51-100	Well	The University of Melbourne	CSP	6.69	73.67	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	73.67	74.25	66	79	76
31/10/2023 03:02:44	Non-Rural	11-25	Well						The University of Notre Dame Fremantle	6.625	73.33	1	ANU, Deakin, Griffith, UNDS, UWA	CSP, BMP			UNDF WA Residency	N/A	1st	0	0	0	73.33	76	71	65	84
31/10/2023 03:24:21	Rural	0-5	Well	The University of Queensland (DD MP)	CSP	6.493	64.33	1						CSP, BMP	Yes			Tier 1 (DD RMP)	N/A	0	0	0	64.33	61	70	72	51
31/10/2023 03:38:51	Non-Rural	6-10	Very well						The University of Western Australia	6.65	75.25	1	Deakin, Griffith, UNDF, UNDS, UQ	CSP, BMP				N/A	2nd	0	0	0	70.33	75.25	61	60	90
31/10/2023 05:20:56	Rural	11-25	Very well	Deakin University	BMP	6	60.5	1						CSP, BMP	Yes			N/A	N/A	14	0	0	60.67	60.5	58	64	60
31/10/2023 07:12:59	Non-Rural	11-25	Unsure	The University of Queensland (CQ-WB RMP)	CSP	7	65.67	1						CSP	Yes		Selected Bundaberg as UQ campus preference, was given this allocation.	Tier 3	1st	2	2	0	65.67	66.5	58	70	69
31/10/2023 07:24:53	Non-Rural	11-25	Well						The University of Western Australia	6.969	66	2	Griffith, UNDF, UNDS, UoW	CSP, BMP, FFP				N/A	3rd	0	0	0	67.33	66	64	76	62
31/10/2023 07:26:53	Non-Rural	51-100	Well	The University of Melbourne	CSP	6.81	78	1						CSP	Yes			N/A	N/A	0	0	0	78	81.25	68	75	91
31/10/2023 07:28:32	Non-Rural	51-100	Well	Macquarie University	FFP	6.73	70.5	1						CSP, FFP	No			N/A	4th	0	0	0	69.33	70.5	67	67	74
31/10/2023 07:43:06	Non-Rural	26-50	Unsure	The University of Melbourne	CSP	7	71	1						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	71	73.25	65	68	80
31/10/2023 08:23:16	Non-Rural	101-250	Unsure	The University of Notre Dame Fremantle	CSP	6.985	65.33	5						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	65.33	65	61	71	64
31/10/2023 08:33:47	Non-Rural	0-5	Unsure	The University of Notre Dame Fremantle	BMP	6.875	66.67	4						CSP, BMP	Yes			N/A	3rd	0	0	0	66.67	66.5	69	65	66
31/10/2023 08:49:51	Non-Rural	11-25	Well	The University of Melbourne	BMP	6.981	68.67	2						CSP, BMP	Yes			N/A	4th	2	0	0	68.67	67	69	75	62
31/10/2023 08:49:59	Non-Rural	11-25	Unsure	The University of Notre Dame Sydney	FFP	6.5	71.33	1						CSP, BMP, FFP	Yes			N/A	3rd	2	0	0	71.33	72.25	66	73	75
31/10/2023 09:21:08	Non-Rural	26-50	Well	The University of Wollongong	CSP	5.5	68.75	1						CSP, BMP	Yes		Strong Portfolio	N/A	3rd	6	2	0	68.33	68.75	63	72	70
31/10/2023 09:30:45	Non-Rural	0-5	Well	Griffith University	CSP	7	67.75	1						CSP, BMP	Yes			Tier 3	N/A	0	4	0	66	67.75	64	61	73
31/10/2023 09:32:49	Rural	26-50	Well	The University of Queensland (DD MP)	CSP	6.2	63.33	1						CSP, BMP	Yes			Tier 1 (DD RMP)	N/A	0	0	0	63.33	62.5	60	70	60
31/10/2023 09:35:24	Non-Rural	51-100	Well	The University of Melbourne	CSP	6.875	74.67	1						CSP	Yes			N/A	N/A	0	2	0	74.67	74	75	77	72
31/10/2023 09:44:42	Non-Rural	11-25	Well	The University of Western Australia	CSP	6.91	66.5	5						CSP, BMP	Unsure			N/A	N/A	0	0	0	66.33	66.5	66	66	67
31/10/2023 10:10:03	Non-Rural	11-25	Unsure						Macquarie University	6.938	65	2	UNDF, UNDS, UQ, UoW	CSP, BMP, FFP				N/A	2nd	0	2	3	63	65	57	61	71
31/10/2023 10:12:38	Non-Rural	0-5	Well						The University of Melbourne	6.77	78	1	N/A	CSP, BMP				N/A	N/A	0	0	0	78	80.25	84	63	87
31/10/2023 11:12:29	Non-Rural	6-10	Well						The University of Notre Dame Fremantle	6.495	70.67	2	ANU, Deakin, Griffith, UQ, UWA	CSP, BMP			WA residency	N/A	3rd	2	2	0	70.67	71.5	68	70	74
31/10/2023 11:26:15	Non-Rural	51-100	Well	The University of Queensland (CQ-WB RMP)	CSP	6.41	69.33	1						CSP, BMP	Yes		UQRMP- Rocky	Tier 3	3rd	0	2	3	69.33	72.5	62	64	82
31/10/2023 11:32:59	Rural	11-25	Unsure						The University of Queensland (Greater Brisbane)	7	60.67	1	N/A	CSP, BMP				N/A	N/A	0	0	0	60.67	62.25	64	51	67
31/10/2023 11:48:21	Non-Rural	6-10	Well	The University of Wollongong	BMP	5.5	67.25	4						CSP, BMP	Yes			N/A	4th	4	2	0	65	67.25	61	60	74
31/10/2023 12:01:50	Non-Rural	51-100	Unsure	The University of Melbourne	CSP	6.938	70	1						CSP	Yes			N/A	N/A	0	0	0	70	71	66	70	74
31/10/2023 12:16:01	Non-Rural	26-50	Very well	Macquarie University	FFP	6.7	66.25	5	The University of Wollongong	5.5	66.25	4	N/A	CSP, BMP, FFP	Yes			N/A	4th	0	0	3	67.67	66.25	63	78	62
31/10/2023 12:21:53	Rural	0-5	Well	The University of Queensland (CQ-WB RMP)	CSP	6.6	59.67	1						CSP, BMP	No			Tier 3	N/A	0	0	0	59.67	60.75	55	60	64
31/10/2023 12:41:34	Non-Rural	51-100	Well						The University of Wollongong	5.5	65	3	Griffith, MQ, UNDS	CSP, BMP, FFP			Top 20% in portfolio	N/A	2nd	0	0	0	62	65	50	62	74
31/10/2023 13:20:55	Rural	11-25	Very well	The University of Melbourne	CSP	7	66.67	1						CSP, BMP	Yes		GAM, first time applicant and first time GAMSAT score used	N/A	N/A	0	0	0	66.67	63.5	63	83	54
31/10/2023 13:28:32	Non-Rural	11-25	Unsure	The University of Notre Dame Sydney	CSP	6.9	65.67	2						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	65.67	67.5	65	59	73
31/10/2023 14:50:41	Rural	0-5	Very well	The University of Melbourne	CSP	6.89	85	1						CSP	Unsure			N/A	N/A	0	0	0	85	82.25	91	90	74
31/10/2023 15:02:30	Non-Rural	11-25	Unsure	The University of Queensland (Greater Brisbane)	CSP	7	69.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	69.33	71	64	68	76
31/10/2023 15:07:56	Rural	51-100	Well	Griffith University	BMP	6.906	57.5	1						CSP, BMP	Yes			Tier 1 (CQ-WB RMP)	N/A	0	0	0	59	57.5	59	65	53
31/10/2023 15:22:14	Rural	6-10	Well	The University of Western Australia	CSP	6.8	59.5	1						CSP, BMP	Unsure		rural - MM4	N/A	3rd	0	0	0	61	59.5	58	70	55
31/10/2023 15:50:59	Non-Rural	6-10	Very well	The University of Queensland (Greater Brisbane)	CSP	7	69.33	2						CSP, BMP, FFP	Unsure			N/A	4th	0	0	0	69.33	67.25	66	81	61
31/10/2023 16:42:47	Non-Rural	26-50	Unsure	The University of Melbourne	CSP	7	68	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	68	69.5	57	73	74
31/10/2023 16:45:41	Non-Rural	51-100	Well	Macquarie University	FFP	7	67.25	3						CSP, BMP, FFP	Yes			N/A	2nd	0	0	3	66.67	67.25	59	72	69
31/10/2023 16:59:49	Non-Rural	11-25	Unsure	The University of Notre Dame Sydney	FFP	6.728	63.67	1						CSP, BMP, FFP	Yes			Tier 3	4th	4	2	0	63.67	64.75	56	67	68
31/10/2023 17:32:40	Non-Rural	51-100	Unsure	The University of Notre Dame Sydney	FFP	6.892	61.67	2						CSP, BMP, FFP	Yes			N/A	4th	0	0	0	61.67	61.75	63	60	62
31/10/2023 18:00:38	Non-Rural	51-100	Poorly						The University of Melbourne	6.838	75	1	Deakin, Griffith, UQ, UWA	CSP, BMP				N/A	N/A	0	0	0	75	77.25	63	78	84
31/10/2023 18:28:18	Non-Rural	101-250	Very well	The University of Notre Dame Fremantle	BMP	6.431	63	2						BMP	Yes		WA Residency, Above average Portfolio	N/A	4th	0	0	0	63	63.75	50	73	66
31/10/2023 18:53:53	Non-Rural	11-25	Well	The University of Notre Dame Fremantle	CSP	6.875	61	4						CSP, BMP, FFP	Unsure		Experience in healthcare as a Registered Nurse	N/A	4th	4	0	0	61	61.75	58	61	64
31/10/2023 19:25:26	Non-Rural	51-100	Well	Macquarie University	FFP	7	63	2						CSP, BMP, FFP	Yes			N/A	4th	0	0	3	62.67	63	58	66	64
31/10/2023 19:33:20	Non-Rural	6-10	Very well						The University of Notre Dame Fremantle	6.47	71	1	UWA	CSP, BMP			WA resident	N/A	3rd	0	0	0	71	74	78	52	83
31/10/2023 20:01:01	Non-Rural	26-50	Very poorly	The University of Melbourne	FFP	7	74.33	1						CSP, FFP	Yes			N/A	N/A	0	0	0	74.33	78	61	73	89
31/10/2023 20:06:45	Non-Rural	101-250	Well	Deakin University	CSP	6.6	66.75	2	The University of Wollongong	5.5	66.75	1	N/A	CSP, BMP	Yes			N/A	3rd	6	0	0	65.33	66.75	68	57	71
31/10/2023 20:27:14	Non-Rural	101-250	Poorly	The University of Melbourne	CSP	6.888	73	1						CSP, BMP	Yes			N/A	N/A	0	0	0	73	75	67	71	81
31/10/2023 22:03:37	Non-Rural	51-100	Poorly	Deakin University	CSP	7	67.25	3						CSP	Yes			N/A	N/A	4	0	0	66.33	67.25	62	67	70
31/10/2023 22:45:35	Non-Rural	51-100	Well	The University of Notre Dame Fremantle	CSP	6.73	68.33	6						CSP, BMP, FFP	Yes			N/A	3rd	2	0	0	68.33	68.75	60	75	70
31/10/2023 23:34:27	Non-Rural	101-250	Very well	The University of Western Australia	CSP	6.901	68.5	1						CSP, BMP	Yes			N/A	4th	0	0	0	68.67	68.5	66	72	68
01/11/2023 00:25:18	Non-Rural	26-50	Poorly	The University of Melbourne	CSP	6.91	70	1						CSP, BMP	Yes			N/A	N/A	2	0	0	70	72.25	61	70	79
01/11/2023 07:57:36	Rural	26-50	Very well	The University of Melbourne	BMP	6.88	67.67	1						CSP, BMP	No			Tier 1 (CQ-WB RMP)	N/A	2	0	0	67.67	66	59	83	61
01/11/2023 09:21:15	Non-Rural	26-50	Well	The University of Western Australia	CSP	6.331	81	4	The University of Melbourne	6.331	77.67	1	ANU, Deakin, Griffith	CSP, BMP	Unsure			N/A	N/A	0	0	0	77.67	81	67	75	91
01/11/2023 09:21:57	Non-Rural	11-25	Well	The University of Western Australia	CSP	6.8	65.75	6						CSP, BMP	Yes			N/A	N/A	0	0	0	66	65.75	64	69	65
01/11/2023 09:25:24	Non-Rural	26-50	Unsure						Australian National University	6.903	68.5	2	Deakin, Griffith, UNDS, UQ	CSP, BMP, FFP				N/A	2nd	0	2	0	65.33	68.5	66	52	78
01/11/2023 09:34:52	Non-Rural	0-5	Unsure	The University of Western Australia	CSP	7	68	3	Griffith University	7	68	2	UQ	CSP, BMP	Yes		PhD	N/A	3rd	0	4	0	69	68	70	72	65
01/11/2023 09:48:24	Non-Rural	11-25	Unsure	The University of Melbourne	CSP	6.975	73	1						CSP, BMP	Yes		GAM Applicant	N/A	N/A	4	0	0	73	73	68	78	73
01/11/2023 09:59:22	Non-Rural	11-25	Unsure	The University of Wollongong	CSP	5.5	70	1						CSP, BMP	Yes		Strong portfolio in healthcare and regional areas	N/A	4th	0	0	0	67.67	70	61	65	77
01/11/2023 10:34:05	Non-Rural	11-25	Well	The University of Queensland (Greater Brisbane)	CSP	7	69.33	1						CSP, BMP	Yes			N/A	N/A	0	0	0	69.33	67.75	74	71	63
01/11/2023 10:50:23	Non-Rural	26-50	Well	The University of Notre Dame Fremantle	CSP	6.958	67.33	1						CSP, BMP	Yes		WA residency	N/A	4th	0	0	0	67.33	69.75	67	58	77
01/11/2023 10:52:04	Non-Rural	26-50	Very well	The University of Queensland (CQ-WB RMP)	CSP	7	63	1						CSP, BMP, FFP	Yes			Tier 3	4th	0	0	0	63	64	56	66	67
01/11/2023 12:02:35	Non-Rural	6-10	Well	Australian National University	CSP	7	66.25	4	The University of Wollongong	5.5	66.25	3	Griffith, UNDS	CSP, BMP	Yes		Portfolio in top 20% (As per UoW feedback)	N/A	3rd	4	0	0	66.67	66.25	64	71	65
01/11/2023 12:18:16	Non-Rural	26-50	Unsure						The University of Queensland (Greater Brisbane)	7	67.67	1	ANU, Griffith, UniMelb, UNDS, UWA	CSP, FFP				N/A	3rd	0	2	0	67.67	67.75	62	73	68
01/11/2023 12:31:18	Non-Rural	101-250	Well	Australian National University	CSP	6.896	74.75	1						CSP, BMP, FFP	Yes			N/A	4th	0	2	0	73.67	74.75	65	78	78
01/11/2023 12:37:06	Rural	11-25	Very well	Australian National University	BMP	6.1	60.5	3						CSP, BMP	Yes		Rural MM7, not sure if that factors in or not but likely how I got to interview stage.	N/A	N/A	10	2	3	61	60.5	62	62	59
01/11/2023 12:50:32	Rural	0-5	Well	The University of Western Australia	CSP	7	66.25	1						CSP, BMP	Yes			N/A	N/A	0	0	0	66.67	66.25	70	65	65
01/11/2023 12:59:44	Non-Rural	26-50	Well	Australian National University	CSP	6.96	74	1						CSP, BMP	Yes			N/A	N/A	0	0	0	71	74	62	68	83
01/11/2023 13:03:27	Non-Rural	26-50	Well						The University of Notre Dame Sydney	7	65.33	4	Griffith, UQ	CSP, BMP				N/A	4th	0	0	0	65.33	66.75	54	71	71
01/11/2023 13:18:33	Non-Rural	51-100	Well	The University of Melbourne	CSP	6.844	70.67	1						CSP	Yes			N/A	N/A	0	0	0	70.67	73.75	68	61	83
01/11/2023 14:37:47	Rural	0-5	Very well	The University of Western Australia	BMP	6.46	55	3	Deakin University	6.48	55	1	UniMelb	CSP, BMP	Yes		Deakin Tier 1	N/A	N/A	10	0	0	56.33	55	57	61	51
01/11/2023 14:39:21	Rural	6-10	Well	The University of Notre Dame Fremantle	CSP	6.2	64.33	1						CSP, BMP	No		Rural (MM6), WA residency, previous UNDF graduate.	N/A	4th	0	0	0	64.33	60.75	72	71	50
01/11/2023 15:06:21	Non-Rural	11-25	Well	Griffith University	CSP	6.802	66.5	2	The University of Queensland (DD MP)	6.76	66	1	N/A	CSP, BMP, FFP	Yes			Tier 3	4th	2	0	0	66	66.5	63	67	68
01/11/2023 15:16:45	Rural	26-50	Unsure	The University of Queensland (CQ-WB RMP)	BMP	7	56.67	1						CSP, BMP	Yes		Rockhampton	Tier 1 (CQ-WB RMP)	1st	0	0	0	56.67	58.25	52	55	63
01/11/2023 15:53:26	Non-Rural	0-5	Unsure	Griffith University	CSP	6.76	71.5	2	The University of Notre Dame Sydney	6.76	71.67	1	N/A	CSP, BMP	No	Withdrawn		N/A	4th	0	0	0	71.67	71.5	70	74	71
01/11/2023 15:55:34	Non-Rural	51-100	Well	Deakin University	CSP	6.642	68.75	3	The University of Queensland (CQ-WB RMP)	6.542	70.33	1	Deakin, Griffith, UNDF, UWA, UoW	CSP, BMP	Yes			Tier 3	4th	4	0	0	70.33	68.75	66	81	64
01/11/2023 16:17:25	Non-Rural	101-250	Unsure	The University of Melbourne	CSP	6.767	75.67	2	The University of Notre Dame Fremantle	6.813	75.67	1	ANU, Deakin, Griffith, UWA	CSP, BMP	Unsure			N/A	3rd	0	0	0	75.67	79.5	64	72	91
01/11/2023 16:31:51	Non-Rural	26-50	Unsure	Griffith University	CSP	6.743	69	4	The University of Wollongong	5.5	69	1	ANU, UNDS	CSP, BMP	No		Last year's portfolio = 4th quintile overall. This year same portfolio + additions = 2nd quintile. CASPer=5th quintile, MMI =4th quintile.	N/A	4th	0	0	0	68.67	69	71	65	70
01/11/2023 17:29:11	Non-Rural	101-250	Unsure						Macquarie University	7	65.5	1	ANU, UNDS, UQ, UoW	CSP, BMP, FFP				N/A	2nd	0	0	3	65.33	65.5	62	68	66
01/11/2023 17:35:16	Non-Rural	11-25	Poorly	Griffith University	CSP	6.792	70.5	3	The University of Notre Dame Sydney	6.844	68	1	ANU, UniMelb, UQ	CSP, BMP	Yes			N/A	4th	0	0	0	68	70.5	61	65	78
01/11/2023 17:57:35	Non-Rural	26-50	Unsure	The University of Notre Dame Sydney	FFP	6.698	62.33	2						CSP, BMP, FFP	Unsure			N/A	4th	0	0	0	62.33	61.5	61	67	59
