Timestamp	Rurality	S1	S2	S3	UW GAMSAT	W GAMSAT	Outlier	Interviewing Uni	GPA	GAMSAT	1st Preference Uni	GPA	GAMSAT	2nd Preference Uni	GPA	GAMSAT	3rd Preference Uni	GPA	GAMSAT	4th Preference Uni	GPA	GAMSAT	5th Preference Uni	GPA	GAMSAT	6th Preference Uni	GPA	GAMSAT	CASPer Quartile	ANU Bonuses	Deakin Bonus	MQ Bonus	Deakin RTS Tier	Unimelb GAM	UNDF Bonuses	UNDS Bonuses	UQ MP/RMP Tier + Location	UoW Bonuses	Notes
30/08/2024 18:48:58	Rural	50	50	50	50	50		Deakin University	6.917	50																			N/A	0	10	0	Tier 1						0	Did not sit the GAMSAT
30/08/2024 18:52:38	Rural	60	65	81	68.67	71.75		The University of Melbourne	6.7	68.67																			N/A	0	0	0		No					0	
30/08/2024 18:52:45	Non-Rural	72	73	74	73	73.25		Deakin University	6.583	73.25																			N/A	0	6	0	Did not apply						0	
30/08/2024 19:00:17	Non-Rural	69	67	70	68.67	69		The University of Notre Dame Sydney	6.889	68.67																			3rd	0	0	0				None			0	
30/08/2024 19:01:21	Non-Rural	62	63	70	65	66.25		The University of Queensland (Greater Brisbane)	6.86	65	Deakin University	6.85	66.25	Griffith University	6.85	66.25	Australian National University	6.6	66.25										N/A	0	0	0	Did not apply						0	
30/08/2024 19:04:37	Non-Rural	65	52	59	58.67	58.75					The University of Queensland (Greater Brisbane)	6.74	58.67	Australian National University	6.74	58.75	Deakin University	6.74	58.75										1st	0	6	0	Did not apply						0	
30/08/2024 19:09:11	Non-Rural	59	78	59	65.33	63.75		The University of Notre Dame Sydney	6.958	65.33	The University of Wollongong	6.958	63.75																4th	0	0	0				None			2	
30/08/2024 19:12:51	Non-Rural	56	70	68	64.67	65.5		Macquarie University	6.887	65.5																			2nd	0	0	0							0	
30/08/2024 19:16:50	Non-Rural	57	87	58	67.33	65		The University of Notre Dame Sydney	6.594	67.33																			4th	0	0	0				None			0	
30/08/2024 19:22:06	Non-Rural	55	64	67	62	63.25		The University of Notre Dame Fremantle	6.808	62	The University of Queensland (Greater Brisbane)	6.979	62	Griffith University	6.647	63.25	The University of Notre Dame Sydney	6.808	62	Deakin University	6.799	63.25							4th	0	2	0	Did not apply		None	None			0	
30/08/2024 20:06:02	Non-Rural	62	61	63	62	62.25		Deakin University	6.837	62.25																			4th	0	8	0	Did not apply						0	
30/08/2024 20:16:44	Non-Rural	70	68	76	71.33	72.5		Griffith University	6.656	72.5	The University of Queensland (Greater Brisbane)	6.3	71.33																4th	0	0	0							0	
30/08/2024 20:27:17	Non-Rural	53	69	69	63.67	65		The University of Notre Dame Sydney	6.885	63.67	The University of Wollongong	6.885	65	Australian National University	6.885	65	Griffith University	6.906	65										4th	0	0	0				None			1	
30/08/2024 20:30:16	Non-Rural	69	59	68	65.33	66		The University of Wollongong	6.88	66																			1st	0	0	0							5	
30/08/2024 20:31:01	Non-Rural	54	60	51	55	54		The University of Wollongong	6.6	54																			4th	0	0	0							3	
30/08/2024 20:42:21	Non-Rural	54	60	65	59.67	61		Deakin University	6.802	61																			3rd	0	8	0	Did not apply						0	
30/08/2024 20:51:38	Non-Rural	70	68	80	72.67	74.5		Australian National University	6.906	74.5	The University of Wollongong	6.906	74.5	The University of Notre Dame Sydney	6.906	72.67													1st	0	0	0				None			3	
30/08/2024 20:55:51	Non-Rural	59	72	68	66.33	66.75		The University of Queensland (Greater Brisbane)	6.8	66.33	The University of Wollongong	6.8	66.75	The University of Notre Dame Sydney	6.8	66.33													2nd	0	0	0				None			1	
30/08/2024 21:12:20	Non-Rural	57	69	60	62	61.5		The University of Notre Dame Fremantle	6.712	62																			4th	0	0	0			WA Res				0	
30/08/2024 21:22:28	Rural	56	54	64	58	59.5					The University of Wollongong	5.635	59.5	Macquarie University	5.635	59.5	The University of Notre Dame Sydney	5.635	58				The University of Western Australia	5.521	59.5	The University of Queensland (Greater Brisbane)	5.5	58	4th	0	0	3			None	None			1	Added the 3% Rural bonus to MQ. If this was an error & you're non-rural, let me know and I'll edit your submission -Luke
30/08/2024 21:28:39	Non-Rural	60	87	63	70	68.25		The University of Queensland (RMP/DDMP)	6.93	70																			N/A	0	0	0					Tier 3	Toowoomba	0	
30/08/2024 21:49:07	Non-Rural	63	62	78	67.67	70.25		The University of Queensland (Greater Brisbane)	7	67.67																			2nd	0	0	0							0	
30/08/2024 21:50:19	Non-Rural	69	79	63	70.33	68.5		The University of Notre Dame Sydney	6.636	70.33																			3rd	0	0	0				None			0	
30/08/2024 21:56:26	Non-Rural	65	64	80	69.67	72.25		The University of Queensland (Greater Brisbane)	6.865	69.67																			N/A	0	0	0							0	
30/08/2024 22:01:25	Non-Rural	59	65	66	63.33	64		The University of Wollongong	6.9	64																			3rd	0	0	0							3	
30/08/2024 22:08:20	Non-Rural	61	66	66	64.33	64.75		The University of Queensland (Greater Brisbane)	7	64.33	The University of Notre Dame Sydney	6.54	64.33																3rd	0	0	0				None			0	
30/08/2024 22:10:18	Non-Rural	68	70	69	69	69		The University of Queensland (Greater Brisbane)	6.87	69	Australian National University	6.87	69	The University of Melbourne	6.87	69													2nd	0	0	0		No					0	
30/08/2024 22:30:34	Non-Rural	65	77	63	68.33	67		The University of Notre Dame Fremantle	6.885	68.33																			4th	0	0	0			WA Res				0	
30/08/2024 22:45:16	Non-Rural	70	69	86	75	77.75		The University of Melbourne	6.9	75																			N/A	0	0	0		No					0	
30/08/2024 22:45:55	Non-Rural	64	79	67	70	69.25		The University of Melbourne	6.85	70																			4th	0	0	0		No					0	
30/08/2024 22:57:22	Non-Rural	66	64	85	71.67	75		The University of Melbourne	6.895	71.67																			4th	0	0	0		Yes					0	
30/08/2024 23:00:46	Non-Rural	68	78	71	72.33	72		The University of Wollongong	6.4	72																			4th	0	0	0							2	
30/08/2024 23:04:17	Non-Rural	70	72	81	74.33	76		The University of Melbourne	7	74.33																			N/A	0	0	0		No					0	
30/08/2024 23:16:59	Non-Rural	61	77	63	67	66		The University of Queensland (RMP/DDMP)	6.96	67	Griffith University	6.85	66																4th	0	0	0					Tier 3	Toowoomba	0	
30/08/2024 23:28:22	Non-Rural	54	70	68	64	65		Griffith University	7	65																			N/A	0	0	0							0	
30/08/2024 23:35:46	Non-Rural	60	72	78	70	72		The University of Melbourne	6.94	70																			N/A	0	0	0		No					0	
30/08/2024 23:52:02	Non-Rural	71	63	73	69	70		The University of Notre Dame Sydney	6.7	69	The University of Wollongong	6.7	70																3rd	0	0	0				None			3	
30/08/2024 23:55:30	Non-Rural	62	72	80	71.33	73.5		The University of Notre Dame Sydney	6.837	71.33																			4th	0	0	0				None			0	
31/08/2024 00:19:46	Non-Rural	68	62	78	69.33	71.5		The University of Western Australia	6.65	71.5	The University of Melbourne	6.55	69.33																N/A	0	0	0		No					0	
31/08/2024 00:30:18	Non-Rural	70	77	75	74	74.25		The University of Notre Dame Sydney	7	74																			4th	0	0	0				None			0	
31/08/2024 00:30:27	Non-Rural	72	76	98	82	86		The University of Melbourne	6.8	82																			N/A	0	0	0		No					0	
31/08/2024 00:41:32	Rural	55	61	64	60	61		The University of Melbourne	6.25	60																			N/A	0	0	0		No					0	
31/08/2024 01:09:16	Non-Rural	65	73	70	69.33	69.5		The University of Melbourne	7	69.33																			4th	0	0	0		No					0	
31/08/2024 01:36:33	Non-Rural	59	59	72	63.33	65.5		Deakin University	6.925	65.5	The University of Wollongong	6.865	65.5				The University of Notre Dame Sydney	6.865	63.33										2nd	0	4	0	Did not apply			None			2	
31/08/2024 01:39:37	Non-Rural	60	71	59	63.33	62.25		The University of Notre Dame Sydney	6.84	63.33																			4th	0	0	0				None			0	
31/08/2024 01:44:10	Rural	50	62	70	60.67	63		The University of Wollongong	6.2	63																			3rd	0	0	0							4	
31/08/2024 02:34:19	Non-Rural	75	68	61	68	66.25		Deakin University	6.792	66.25	The University of Melbourne	6.792	68																3rd	0	6	0	Did not apply	Yes					0	
31/08/2024 03:42:41	Rural	65	67	58	63.33	62		Griffith University	7	62																			4th	0	0	0							0	
31/08/2024 04:13:35	Non-Rural	68	89	73	76.67	75.75		The University of Melbourne	6.641	76.67																			N/A	0	0	0		No					0	
31/08/2024 04:13:57	Non-Rural	60	75	70	68.33	68.75		The University of Melbourne	6.905	68.33																			2nd	0	0	0		No					0	
31/08/2024 07:39:04	Rural	66	62	77	68.33	70.5		Griffith University	6.54	70.5																			2nd	0	0	0							0	
31/08/2024 07:55:22	Non-Rural	65	68	98	77	82.25		Australian National University	7	82.25																			4th	0	0	0							0	
31/08/2024 08:01:16	Non-Rural	74	78	70	74	73		The University of Melbourne	6.814	74																			N/A	0	0	0		No					0	
31/08/2024 08:24:49	Rural	54	62	62	59.33	60		The University of Notre Dame Sydney	6.563	59.33																			3rd	0	0	0				HDR			0	
31/08/2024 08:40:49	Non-Rural	64	76	62	67.33	66		The University of Notre Dame Sydney	6.984	67.33																			4th	0	0	0				None			0	
31/08/2024 08:53:27	Non-Rural	68	63	71	67.33	68.25		The University of Western Australia	6.741	68.25	The University of Wollongong	6.793	68.25																4th	0	0	0							1	
31/08/2024 09:00:35	Rural	52	50	52	51.33	51.5		The University of Wollongong	5.95	51.5																			3rd	0	0	0							3	
31/08/2024 09:49:39	Non-Rural	57	75	73	68.33	69.5		The University of Notre Dame Sydney	6.607	68.33	The University of Melbourne	6.588	68.33																4th	0	0	0		No		None			0	
31/08/2024 10:05:20	Non-Rural	65	69	100	78	83.5		The University of Melbourne	7	78																			N/A	0	0	0		No					0	
31/08/2024 10:18:53	Non-Rural	75	72	73	73.33	73.25		The University of Queensland (Greater Brisbane)	6.68	73.33																			N/A	0	0	0							0	
31/08/2024 10:32:09	Non-Rural	65	65	70	66.67	67.5		Deakin University	6.583	67.5	The University of Notre Dame Sydney	6.656	66.67	The University of Wollongong	6.656	67.5													1st	0	10	0	Did not apply			None			0	
31/08/2024 10:33:49	Non-Rural	59	78	65	67.33	66.75		Griffith University	6.89	66.75																			N/A	0	0	0							0	
31/08/2024 10:38:01	Non-Rural	59	73	67	66.33	66.5		Griffith University	6.979	66.5																			3rd	0	0	0							0	
31/08/2024 10:41:36	Non-Rural	75	73	52	66.67	63		The University of Notre Dame Fremantle	6.969	66.67																			2nd	0	0	0			WA Res				0	
31/08/2024 10:46:30	Non-Rural	61	55	70	62	64		The University of Western Australia	7	64	The University of Melbourne	7	62	Deakin University	7	64	Griffith University	7	64	Australian National University	7	64							N/A	0	0	0	Did not apply	No					0	
31/08/2024 11:02:49	Rural	63	53	63	59.67	60.5		The University of Wollongong	6.83	60.5																			2nd	0	0	0							3	
31/08/2024 11:05:01	Non-Rural	71	72	65	69.33	68.25		The University of Notre Dame Sydney	6.438	69.33																			4th	0	0	0				None			0	
31/08/2024 11:05:42	Rural	74	70	54	66	63		Deakin University	6.745	63																			N/A	0	14	0	Tier 2						0	
31/08/2024 11:16:39	Non-Rural	60	61	63	61.33	61.75					The University of Wollongong	6.819	61.75																3rd	0	0	0							1	
31/08/2024 11:34:24	Non-Rural	65	63	58	62	61		The University of Wollongong	6.615	61																			3rd	0	0	0							3	
31/08/2024 11:40:34	Non-Rural	70	71	82	74.33	76.25		The University of Notre Dame Sydney	6.38	74.33																			2nd	0	0	0				None			0	No
31/08/2024 11:53:30	Non-Rural	65	86	73	74.67	74.25		The University of Melbourne	6.786	74.67																			N/A	0	0	0		Yes					0	
31/08/2024 12:48:14	Non-Rural	65	70	58	64.33	62.75		The University of Notre Dame Fremantle	6.73	64.33	The University of Melbourne	6.68	64.33	Deakin University	6.73	62.75	The University of Notre Dame Sydney	6.73	64.33										4th	0	4	0	Did not apply	No	None	None			0	No
31/08/2024 13:24:35	Non-Rural	60	60	70	63.33	65		The University of Wollongong	6.7	65																			4th	0	0	0							4	
31/08/2024 13:47:40	Non-Rural	65	69	59	64.33	63		The University of Wollongong	6.6	63																			4th	0	0	0							2	
31/08/2024 13:59:55	Non-Rural	74	70	63	69	67.5		The University of Queensland (RMP/DDMP)	7	69	The University of Wollongong	6.373	67.5																3rd	0	0	0					Tier 3	Rockhampton	2	
31/08/2024 14:01:00	Non-Rural	76	69	91	78.67	81.75		Australian National University	6.995	81.75																			2nd	0	0	0							0	
31/08/2024 14:27:25	Non-Rural	54	54	79	62.33	66.5		Macquarie University	6.87	66.5																			N/A	0	0	3							0	
31/08/2024 14:39:08	Non-Rural	64	60	69	64.33	65.5		Deakin University	6.95	65.5	The University of Wollongong	6.906	65.5																3rd	0	4	0	Did not apply						2	
31/08/2024 14:42:45	Non-Rural	62	59	69	63.33	64.75		The University of Wollongong	6.8	64.75																			4th	0	0	0							3	
31/08/2024 14:51:42	Non-Rural	61	75	59	65	63.5		The University of Notre Dame Fremantle	6.875	65																			4th	0	0	0			WA Res				0	
31/08/2024 14:56:53	Non-Rural	65	77	76	72.67	73.5		The University of Notre Dame Sydney	6.75	72.67																			4th	0	0	0				None			0	
31/08/2024 15:09:33	Non-Rural	68	80	60	69.33	67		The University of Notre Dame Sydney	6.7	69.33	The University of Wollongong	6.75	67																3rd	0	0	0				None			1	
31/08/2024 15:51:41	Non-Rural	63	64	71	66	67.25		The University of Queensland (Greater Brisbane)	7	66																			N/A	0	0	0							0	
31/08/2024 16:13:39	Non-Rural	64	62	61	62.33	62		The University of Notre Dame Fremantle	6.81	62.33	The University of Melbourne	6.825	62.33																4th	0	0	0		No	None				0	
31/08/2024 16:59:40	Non-Rural	63	70	76	69.67	71.25		The University of Queensland (Greater Brisbane)	7	69.67																			N/A	0	0	0							0	
31/08/2024 17:47:50	Non-Rural	59	64	71	64.67	66.25		Macquarie University	6.813	66.25	The University of Queensland (Greater Brisbane)	6.74	64.67	The University of Notre Dame Sydney	6.813	64.67	Griffith University	6.813	66.25	Deakin University	6.813	66.25	The University of Notre Dame Fremantle	6.813	64.67				3rd	0	2	0	Did not apply		None	None			0	
31/08/2024 18:06:15	Non-Rural	61	73	66	66.67	66.5		The University of Western Australia	6.953	66.5																			N/A	0	0	0							0	
31/08/2024 18:17:40	Non-Rural	63	75	70	69.33	69.5		Deakin University	6.792	69.5																			N/A	0	6	0	Did not apply						0	
31/08/2024 18:49:35	Non-Rural	50	66	70	62	64		The University of Western Australia	6.948	64	The University of Wollongong	6.948	64																2nd	0	0	0							1	
31/08/2024 19:16:06	Non-Rural	78	77	61	72	69.25		The University of Queensland (Greater Brisbane)	6.6	72																			N/A	0	0	0							0	
31/08/2024 20:28:26	Non-Rural	52	66	66	61.33	62.5		The University of Notre Dame Fremantle	7	61.33	Griffith University	7	62.5																4th	0	0	0			None				0	
31/08/2024 20:41:47	Non-Rural	61	79	75	71.67	72.5		The University of Melbourne	6.704	71.67																			N/A	0	0	0		Yes					0	
31/08/2024 20:47:50	Non-Rural	70	63	80	71	73.25		The University of Western Australia	6.42	73.25	The University of Melbourne	6.38	71	Deakin University	6.36	73.25	The University of Notre Dame Sydney	6.36	71	The University of Wollongong	6.36	73.25	The University of Notre Dame Fremantle	6.36	71				2nd	0	0	0	Did not apply	No	None	None			0	
31/08/2024 21:37:14	Rural	52	66	57	58.33	58		Deakin University	6.57	58																			3rd	0	14	0	Tier 3						0	
31/08/2024 22:12:21	Non-Rural	71	85	79	78.33	78.5		The University of Melbourne	6.677	78.33																			4th	0	0	0		No					0	
31/08/2024 22:26:13	Non-Rural	62	65	73	66.67	68.25		The University of Western Australia	6.99	68.25																			N/A	0	0	0							0	I applied to UWA only, CSP and BMP. The GPA I submitted is the weighted GEMSAS calculated GPA
31/08/2024 22:27:16	Rural	55	57	61	57.67	58.5		The University of Wollongong	6.91	58.5																			3rd	0	0	0							5	
31/08/2024 22:35:05	Rural	62	64	71	65.67	67		The University of Melbourne	6.6	65.67																			4th	0	0	0		Yes					0	
31/08/2024 22:52:00	Non-Rural	67	62	65	64.67	64.75		The University of Notre Dame Fremantle	6.59	64.67																			4th	0	0	0			WA Res				0	
31/08/2024 22:53:53	Non-Rural	64	78	64	68.67	67.5		The University of Queensland (Greater Brisbane)	6.69	68.67																			4th	0	0	0							0	
01/09/2024 01:10:44	Non-Rural	63	76	59	66	64.25		The University of Wollongong	6.424	64.25																			2nd	0	0	0							4	
01/09/2024 06:13:36	Non-Rural	66	66	59	63.67	62.5		The University of Notre Dame Sydney	6.927	63.67	Griffith University	7	62.5																4th	0	0	0				HDR			0	
01/09/2024 09:09:04	Non-Rural	59	61	55	58.33	57.5		The University of Wollongong	6.55	57.5																			4th	0	0	0							5	
01/09/2024 09:56:08	Non-Rural	62	66	71	66.33	67.5		Macquarie University	6.65	67.5	The University of Melbourne	6.65	66.33																3rd	0	0	0		No					0	
01/09/2024 10:28:59	Non-Rural	66	77	69	70.67	70.25		The University of Western Australia	6.802	70.25																			4th	0	0	0							0	
01/09/2024 10:45:14	Non-Rural	64	82	72	72.67	72.5		The University of Queensland (Greater Brisbane)	6.345	72.67	Griffith University	6.377	72.5																3rd	0	0	0							0	
01/09/2024 11:18:37	Non-Rural	66	68	78	70.67	72.5		The University of Notre Dame Fremantle	6.625	70.67																			4th	0	0	0			WA Res				0	
01/09/2024 11:25:20	Non-Rural	69	69	75	71	72		The University of Notre Dame Fremantle	6.15	71	The University of Wollongong	6.15	72	The University of Queensland (RMP/DDMP)	6.15	71	Griffith University	6.15	72										1st	0	0	0			None		Tier 3	Toowoomba	2	I got a rejection from UOW, but the other universities haven't said anything to me.
01/09/2024 12:13:49	Non-Rural	66	70	68	68	68		The University of Notre Dame Sydney	6.67	68																			4th	0	0	0				None			0	
01/09/2024 12:19:32	Non-Rural	63	67	65	65	65		The University of Notre Dame Sydney	6.729	65	The University of Melbourne	6.725	65	Deakin University	6.729	65													4th	0	0	0	Did not apply	No		None			0	
01/09/2024 12:38:54	Non-Rural	79	64	75	72.67	73.25		The University of Queensland (Greater Brisbane)	6.569	72.67	The University of Notre Dame Sydney	6.596	72.67																2nd	0	0	0				None			0	
01/09/2024 13:27:44	Non-Rural	61	81	65	69	68		The University of Melbourne	6.9	69																			4th	0	0	0		No					0	
01/09/2024 14:44:30	Non-Rural	51	69	81	67	70.5		Australian National University	6.869	70.5																			N/A	2	0	0							0	
01/09/2024 15:07:29	Non-Rural	65	80	56	67	64.25		The University of Notre Dame Sydney	6.77	67																			4th	0	0	0				None			0	
01/09/2024 15:47:36	Non-Rural	69	66	74	69.67	70.75		The University of Queensland (Greater Brisbane)	6.685	69.67	The University of Melbourne	6.579	69.67																3rd	0	0	0		No					0	
01/09/2024 15:54:52	Non-Rural	66	83	68	72.33	71.25		The University of Melbourne	6.875	72.33																			N/A	0	0	0		No					0	
01/09/2024 16:26:11	Non-Rural	58	74	65	65.67	65.5		The University of Notre Dame Sydney	6.99	65.67	The University of Wollongong	6.99	65.5																4th	0	0	0				None			1	
01/09/2024 16:30:49	Non-Rural	58	63	74	65	67.25		The University of Notre Dame Sydney	6.814	65																			4th	0	0	0				None			0	
01/09/2024 17:29:57	Non-Rural	59	61	72	64	66		The University of Western Australia	6.9	66	Griffith University	6.9	66	The University of Queensland (Greater Brisbane)	6.9	64	The University of Wollongong	6.9	66										3rd	0	0	0							0	No
01/09/2024 19:13:31	Non-Rural	75	66	71	70.67	70.75		The University of Melbourne	6.975	70.67																			4th	0	0	0		Yes					0	2nd application, interviewed last yr at unimelb
01/09/2024 20:07:57	Rural	50	50	50	50	50		Deakin University	5.625	50																			N/A	0	14	0	Tier 1						0	My GAMSAT scores are n/a as I didn’t sit it since I am applying for a rural position
01/09/2024 20:10:06	Non-Rural	61	57	71	63	65		The University of Wollongong	6	65	The University of Notre Dame Sydney	6.2	63																4th	0	0	0				None			3	
01/09/2024 20:38:48	Non-Rural	62	80	86	76	78.5		The University of Melbourne	6.875	76																			4th	0	0	0		No					0	
01/09/2024 21:54:19	Non-Rural	70	78	63	70.33	68.5		Deakin University	6.929	68.5	The University of Melbourne	6.61	70.33																4th	0	4	0	Did not apply	No					0	
01/09/2024 23:57:49	Non-Rural	61	72	57	63.33	61.75		The University of Notre Dame Fremantle	6.896	63.33																			4th	0	0	0			None				0	
02/09/2024 00:05:04	Rural	60	61	54	58.33	57.25		The University of Wollongong	6.7	57.25																			1st	0	0	0							5	
02/09/2024 00:31:48	Non-Rural	70	74	86	76.67	79		The University of Melbourne	6.31	76.67	Australian National University	6.31	79																N/A	0	0	0		No					0	
02/09/2024 01:23:45	Non-Rural	62	66	100	76	82		The University of Western Australia	6.917	82																			3rd	0	0	0							0	
02/09/2024 06:56:26	Rural	58	57	53	56	55.25		The University of Queensland (RMP/DDMP)	6.023	56																			N/A	0	0	0					Tier 1 (DD)	Toowoomba	0	
02/09/2024 08:38:31	Non-Rural	67	59	80	68.67	71.5		The University of Queensland (RMP/DDMP)	6.75	68.67	Griffith University	6.51	71.5																3rd	0	0	0					Tier 3	Toowoomba	0	
02/09/2024 08:56:52	Non-Rural	65	81	59	68.33	66		The University of Wollongong	5.8	66	The University of Notre Dame Sydney	5.8	68.33																4th	0	0	0				None			4	
02/09/2024 10:02:38	Non-Rural	68	68	84	73.33	76		The University of Melbourne	7	73.33																			N/A	0	0	0		No					0	
02/09/2024 10:42:22	Rural	66	77	60	67.67	65.75		The University of Western Australia	6.449	65.75																			3rd	0	0	0							0	
02/09/2024 11:16:13	Non-Rural	66	78	71	71.67	71.5		The University of Notre Dame Sydney	6.99	71.67																			4th	0	0	0				None			0	
02/09/2024 11:38:49	Non-Rural	60	60	73	64.33	66.5		The University of Western Australia	7	66.5																			N/A	0	0	0							0	
02/09/2024 12:48:48	Non-Rural	70	73	59	67.33	65.25					The University of Notre Dame Sydney	6.25	67.33	The University of Wollongong	6.25	65.25	Australian National University	6.25	65.25	The University of Melbourne	6.25	67.33	Deakin University	6.25	65.25	Griffith University	6.25	65.25	2nd	0	4	0	Did not apply	No		None			3	
02/09/2024 14:01:18	Rural	60	60	51	57	55.5		The University of Wollongong	6	55.5	Deakin University	6	55.5																4th	0	4	0	Did not apply						2	
02/09/2024 14:29:13	Non-Rural	72	73	72	72.33	72.25		Deakin University	6.972	72.25																			4th	0	6	0	Did not apply						0	
02/09/2024 15:07:02	Non-Rural	65	73	75	71	72		The University of Melbourne	6.95	71																			N/A	0	0	0		No					0	
02/09/2024 15:11:56	Non-Rural	77	67	71	71.67	71.5		The University of Western Australia	6.8	71.5																			N/A	0	0	0							0	
02/09/2024 15:17:11	Non-Rural	60	82	62	68	66.5		The University of Queensland (RMP/DDMP)	6.7	68	The University of Melbourne	6.67	68	Deakin University	6.7	66.5													N/A	0	0	0	Did not apply	No			Tier 3	Toowoomba	0	
02/09/2024 17:24:36	Non-Rural	61	84	60	68.33	66.25		The University of Notre Dame Sydney	6.712	68.33	Macquarie University	6.712	66.25																4th	0	0	0				None			0	
02/09/2024 23:40:56	Non-Rural	67	65	74	68.67	70		Deakin University	6.771	70																			N/A	0	4	0	Did not apply						0	
03/09/2024 09:34:59	Non-Rural	59	81	56	65.33	63		Deakin University	6.667	63																			4th	0	8	0	Did not apply						0	
03/09/2024 10:20:31	Non-Rural	62	67	69	66	66.75		Deakin University	6.708	66.75																			N/A	0	12	0	Did not apply						0	
03/09/2024 10:26:50	Non-Rural	74	69	84	75.67	77.75		The University of Melbourne	6.988	75.67																			4th	0	0	0		No					0	
03/09/2024 10:34:59	Non-Rural	63	68	61	64	63.25		The University of Queensland (RMP/DDMP)	7	64	The University of Wollongong	6.573	63.25																2nd	0	0	0					Tier 3	Toowoomba	1	
03/09/2024 12:36:57	Non-Rural	64	73	64	67	66.25		Macquarie University	6.719	66.25																			4th	0	0	0							0	
03/09/2024 12:42:40	Non-Rural	66	72	68	68.67	68.5		Griffith University	6.77	68.5	The University of Melbourne	6.77	68.67	Deakin University	6.77	68.5													4th	0	4	0	Did not apply	No					0	
03/09/2024 14:23:56	Non-Rural	56	61	51	56	54.75		The University of Wollongong	6.104	54.75																			4th	0	0	0							3	
03/09/2024 14:44:58	Non-Rural	61	82	62	68.33	66.75		The University of Notre Dame Sydney	6.3	68.33																			4th	0	0	0				None			0	4th qrt Casper
03/09/2024 16:16:29	Non-Rural	62	70	67	66.33	66.5		The University of Queensland (RMP/DDMP)	6.844	66.33																			3rd	0	0	0					Tier 3	Rockhampton	0	
03/09/2024 19:51:04	Rural	67	79	64	70	68.5		The University of Wollongong	5.5	68.5																			4th	0	0	0							5	
03/09/2024 21:36:43	Non-Rural	64	74	66	68	67.5					The University of Notre Dame Sydney	6.3	68	The University of Notre Dame Fremantle	6.3	68													4th	0	0	0			None	None			0	
03/09/2024 21:54:00	Non-Rural	60	70	71	67	68		The University of Melbourne	6.98	67																			4th	0	0	0		No					0	
04/09/2024 08:21:55	Non-Rural	75	80	58	71	67.75		The University of Melbourne	6.809	71																			4th	0	0	0		No					0	
04/09/2024 11:53:17	Non-Rural	72	69	96	79	83.25		The University of Melbourne	6.94	79																			N/A	0	0	0		No					0	
04/09/2024 13:48:02	Non-Rural	66	69	67	67.33	67.25		The University of Western Australia	6.677	67.25	The University of Melbourne	6.675	67.33	Deakin University	6.677	67.25													3rd	0	0	0	Did not apply	No					0	
04/09/2024 13:59:45	Non-Rural	68	88	83	79.67	80.5		The University of Notre Dame Sydney	6.979	79.67																			4th	0	0	0				None			0	
04/09/2024 14:47:33	Rural	55	66	52	57.67	56.25		The University of Wollongong	5.958	56.25																			4th	0	0	0							1	
04/09/2024 16:14:14	Non-Rural	67	58	100	75	81.25		Macquarie University	6.87	81.25																			N/A	0	0	0							0	
04/09/2024 21:21:15	Non-Rural	77	66	71	71.33	71.25		Australian National University	6.66	71.25																			1st	2	0	0							0	
04/09/2024 23:00:46	Non-Rural	69	76	61	68.67	66.75		The University of Queensland (RMP/DDMP)	7	68.67																			N/A	0	0	0					Tier 3	Bundaberg	0	
04/09/2024 23:08:04	Rural	53	77	53	61	59		The University of Wollongong	5.822	59																			4th	0	0	0							5	
05/09/2024 08:59:01	Non-Rural	62	59	79	66.67	69.75		Griffith University	6.688	69.75	Deakin University	6.521	69.75																4th	0	0	0	Did not apply						0	
05/09/2024 13:38:56	Rural	66	63	73	67.33	68.75		The University of Western Australia	6.3	68.75																			1st	0	0	0							0	Did not get official GPA calculation from GEMSAS
05/09/2024 15:13:42	Non-Rural	65	62	94	73.67	78.75		Griffith University	6.756	78.75	The University of Queensland (Greater Brisbane)	6	73.67																N/A	0	0	0							0	
05/09/2024 15:56:33	Non-Rural	67	76	73	72	72.25		The University of Notre Dame Fremantle	6.67	72																			4th	0	0	0			WA Res				0	
05/09/2024 16:01:04	Non-Rural	67	75	73	71.67	72		The University of Notre Dame Fremantle	6.691	71.67																			2nd	0	0	0			None				0	
05/09/2024 18:14:53	Non-Rural	68	70	71	69.67	70		Griffith University	6.86	70																			4th	0	0	0							0	
05/09/2024 21:57:44	Non-Rural	72	72	69	71	70.5		The University of Melbourne	6.95	71																			N/A	0	0	0		Yes					0	
05/09/2024 23:45:21	Non-Rural	73	70	78	73.67	74.75		The University of Notre Dame Sydney	6.78	73.67																			4th	0	0	0				None			0	
06/09/2024 10:03:08	Non-Rural	67	61	67	65	65.5		The University of Queensland (RMP/DDMP)	7	65	The University of Wollongong	7	65.5	The University of Melbourne	7	65													4th	0	0	0		Yes			Tier 3	Toowoomba	1	
06/09/2024 13:05:24	Rural	64	66	66	65.33	65.5		Australian National University	6.67	65.5																			4th	0	0	0							0	
06/09/2024 20:27:04	Rural	66	73	54	64.33	61.75		The University of Melbourne	6.181	64.33																			N/A	0	0	0		No					0	
07/09/2024 12:55:25	Non-Rural	67	68	72	69	69.75		The University of Queensland (RMP/DDMP)	7	69																			2nd	0	0	0					Tier 3	Toowoomba	0	
